x,y,z
31.56,-13.06,983.95
32.10,-15.99,985.29
30.40,-13.92,984.99
29.11,-12.45,986.57
31.31,-12.63,987.06
31.49,-13.00,986.82
30.58,-12.33,983.89
29.72,-13.31,985.11
31.49,-13.18,987.43
32.90,-12.51,984.50
30.94,-12.82,986.45
31.49,-12.51,985.53
32.47,-11.41,986.45
33.08,-12.45,985.29
30.03,-12.70,986.82
31.25,-13.24,986.76
31.37,-12.70,983.95
29.79,-13.31,985.66
31.74,-13.92,981.69
31.19,-13.31,983.76
29.30,-13.67,985.84
32.71,-13.49,986.45
29.79,-11.47,984.25
32.41,-13.55,987.49
29.48,-14.34,983.34
29.42,-12.88,984.37
28.93,-13.61,984.13
32.53,-12.88,985.47
30.33,-12.76,982.36
29.54,-12.88,986.02
31.62,-12.51,984.31
28.75,-12.39,984.25
29.54,-11.90,984.99
30.76,-13.73,985.23
30.94,-12.76,985.84
29.60,-12.08,986.69
29.36,-13.85,984.31
32.10,-14.40,985.96
30.64,-15.93,984.25
31.80,-12.08,984.86
29.85,-12.70,986.76
32.29,-14.47,985.17
30.52,-13.12,985.17
31.62,-12.33,987.49
29.91,-12.27,984.37
31.01,-11.78,985.35
29.54,-13.00,985.84
33.08,-12.70,985.05
29.30,-13.00,984.13
30.15,-12.39,985.29
31.62,-11.90,984.50
29.72,-12.82,984.13
30.64,-13.18,984.07
32.90,-14.22,983.15
31.01,-12.76,985.23
30.40,-13.43,983.83
31.56,-13.00,984.19
32.23,-14.89,981.81
29.91,-13.31,984.56
29.66,-13.31,986.57
27.95,-13.49,983.22
32.10,-13.06,982.06
30.88,-13.06,984.99
33.14,-15.50,986.45
30.70,-14.16,983.15
30.15,-13.79,985.66
32.23,-14.95,986.08
30.27,-12.63,984.92
30.64,-12.57,985.72
30.40,-12.45,984.74
29.72,-13.24,983.95
32.29,-13.49,984.07
31.43,-13.61,983.95
16.42,-13.55,983.15
31.68,-11.96,981.51
31.31,-13.55,985.90
29.17,-13.73,983.95
29.97,-12.15,983.95
30.40,-13.24,984.19
30.09,-12.02,983.76
29.48,-11.84,983.22
31.19,-13.98,986.08
32.10,-11.96,987.55
31.74,-13.49,985.11
30.40,-12.88,985.05
31.43,-12.27,985.41
30.64,-13.24,984.07
31.19,-12.39,984.07
30.03,-13.73,983.58
33.75,-15.08,987.00
31.56,-13.18,983.89
31.68,-12.45,987.43
30.88,-15.20,984.68
31.31,-13.12,984.31
31.43,-12.51,984.99
30.70,-13.24,985.29
26.73,-13.18,984.86
30.64,-13.24,984.31
30.88,-12.15,984.07
32.17,-13.24,986.69
30.52,-14.71,985.53
30.03,-14.95,984.19
30.46,-13.31,981.26
30.82,-12.63,984.01
29.72,-12.94,982.73
32.10,-14.89,985.17
33.75,-12.57,985.17
32.29,-14.83,985.23
31.56,-12.51,984.31
31.68,-13.18,984.99
29.54,-12.39,984.19
32.23,-14.04,983.89
28.99,-12.82,983.15
31.80,-11.23,982.97
31.62,-14.16,984.25
30.64,-13.00,982.97
30.70,-12.63,985.41
30.82,-12.63,983.03
29.79,-12.63,985.53
31.62,-10.80,970.40
30.64,-12.51,984.68
30.58,-11.72,984.50
32.17,-14.47,985.72
29.85,-14.10,983.76
29.85,-14.10,983.15
29.17,-11.05,984.31
30.70,-14.28,984.07
30.15,-15.32,986.02
29.91,-12.33,984.86
29.97,-12.51,985.17
29.97,-14.10,984.44
30.94,-13.00,983.40
30.52,-12.33,984.74
31.56,-13.92,984.62
30.58,-13.43,982.91
30.03,-13.12,984.01
29.36,-12.94,985.96
31.37,-12.88,987.24
30.88,-11.78,985.53
31.07,-11.72,983.52
30.76,-13.92,986.88
30.33,-13.61,985.72
29.85,-12.39,985.41
16.48,-14.65,985.96
30.64,-12.88,984.68
31.68,-13.18,984.31
30.88,-12.08,986.94
31.07,-14.22,985.53
29.85,-13.06,984.13
29.97,-13.37,984.56
31.68,-11.72,983.40
32.04,-13.18,983.09
30.46,-13.00,984.37
31.43,-13.18,983.46
30.46,-11.60,984.31
30.58,-12.82,983.89
31.98,-13.31,985.05
31.01,-14.71,985.96
29.72,-12.08,971.25
29.66,-11.17,985.84
31.25,-13.73,986.02
31.43,-12.76,984.62
32.23,-12.45,983.03
30.88,-13.92,983.70
31.43,-13.31,985.41
32.04,-12.39,987.43
29.66,-11.72,986.39
31.43,-12.76,982.79
30.15,-14.77,984.37
30.64,-13.24,985.35
29.42,-14.22,987.06
30.70,-15.32,984.74
32.04,-14.95,984.44
31.68,-12.76,984.86
30.64,-14.34,985.17
32.04,-13.24,982.73
31.80,-14.53,986.45
30.46,-12.70,984.74
31.98,-12.88,986.39
31.74,-12.45,985.96
31.01,-13.73,984.44
29.85,-14.22,982.79
30.70,-12.45,985.11
31.37,-12.27,984.86
30.09,-11.66,982.30
31.43,-11.66,985.84
32.53,-12.39,982.48
30.76,-13.85,983.83
30.64,-13.00,984.62
31.37,-14.10,984.31
29.72,-13.98,983.83
30.15,-13.24,985.60
30.21,-13.00,983.03
32.41,-12.63,984.13
29.85,-12.82,983.03
30.15,-13.37,983.03
29.05,-13.92,984.19
33.14,-10.68,985.29
29.36,-14.04,984.62
29.48,-9.34,983.76
31.74,-15.99,984.56
32.59,-14.71,988.46
30.88,-13.12,986.27
31.07,-11.41,985.17
30.09,-14.10,987.37
32.59,-14.71,985.29
31.25,-10.56,983.40
32.65,-12.94,982.48
30.94,-14.34,986.33
30.03,-13.18,983.89
30.70,-12.45,985.23
30.58,-14.04,984.31
33.02,-13.49,984.80
32.35,-12.88,983.40
30.21,-12.94,985.17
30.94,-12.57,983.15
31.25,-13.24,984.92
31.98,-13.61,986.21
31.80,-11.29,983.95
30.82,-12.94,984.99
31.62,-13.24,984.07
30.40,-13.18,985.23
30.76,-12.27,984.74
29.24,-14.34,985.17
28.75,-14.28,984.56
29.48,-12.88,984.80
30.70,-13.85,985.35
31.43,-14.34,983.64
30.94,-13.24,984.19
31.68,-12.57,984.19
29.54,-12.76,986.69
31.56,-14.16,984.86
31.68,-14.77,985.23
30.03,-13.00,983.95
29.54,-10.68,983.58
30.15,-14.16,984.80
33.51,-12.70,985.05
31.92,-12.39,984.31
30.21,-11.90,985.84
30.64,-14.40,984.74
32.96,-13.12,985.17
31.56,-13.49,984.19
31.80,-13.24,983.28
30.09,-13.55,985.72
31.86,-12.21,983.64
31.68,-13.43,987.06
31.43,-15.01,984.37
30.46,-14.16,983.52
29.36,-14.40,982.91
28.56,-14.59,987.00
29.66,-12.94,985.78
31.31,-14.04,985.47
31.13,-12.51,983.95
30.76,-13.49,983.70
29.66,-12.39,985.11
29.36,-11.84,985.72
29.66,-13.37,985.96
29.72,-14.04,984.01
30.82,-12.27,984.62
31.74,-13.49,984.86
30.15,-13.43,982.73
29.97,-13.00,986.39
30.70,-12.94,983.34
31.68,-14.34,985.41
31.98,-13.49,984.44
31.62,-13.73,984.92
30.76,-12.70,984.86
30.76,-12.51,984.07
30.52,-13.37,982.79
30.76,-14.10,986.45
28.93,-13.37,983.70
30.70,-14.16,983.83
32.35,-13.37,983.95
30.15,-12.88,983.70
30.94,-13.31,985.29
29.85,-12.94,986.88
29.42,-15.20,984.13
32.04,-13.73,985.17
31.80,-13.12,984.25
31.49,-14.22,986.21
31.98,-13.12,986.39
32.10,-13.49,982.42
31.19,-13.06,985.17
32.17,-12.21,985.29
30.52,-13.67,982.18
30.15,-13.37,985.96
31.19,-12.82,984.19
29.17,-13.67,984.86
30.58,-13.43,986.33
32.71,-13.00,985.35
30.82,-13.79,983.52
28.81,-12.33,985.90
31.37,-12.70,984.99
31.13,-13.43,984.99
30.82,-14.47,984.80
30.88,-12.15,987.06
29.85,-12.70,986.08
30.52,-12.88,983.22
31.31,-13.61,983.89
30.70,-13.73,987.49
31.13,-13.24,984.74
30.33,-14.53,986.51
30.03,-13.12,984.07
31.19,-14.53,980.65
29.72,-13.00,985.23
31.49,-14.77,984.07
31.25,-15.01,984.80
31.07,-12.33,984.62
31.68,-14.10,983.64
30.94,-13.06,987.12
31.62,-13.79,984.01
30.40,-14.34,981.99
30.58,-14.47,984.68
30.64,-14.16,983.76
30.46,-13.06,983.46
28.56,-14.40,983.83
31.43,-13.43,986.15
30.76,-13.43,985.17
30.94,-12.57,982.60
32.17,-13.31,986.88
30.15,-13.18,984.80
31.13,-12.39,982.73
30.88,-11.96,983.95
31.07,-10.99,984.80
29.30,-14.53,983.28
31.07,-12.21,986.08
29.42,-11.66,982.97
30.03,-13.37,983.40
30.52,-12.08,985.11
29.54,-13.98,984.50
31.49,-13.79,983.58
33.33,-14.34,983.03
31.01,-14.16,984.68
30.76,-11.66,984.62
32.47,-14.95,983.15
31.80,-13.24,985.17
29.91,-13.61,982.97
32.29,-11.60,987.12
31.01,-13.06,984.37
30.52,-14.40,985.41
30.82,-13.55,984.86
30.70,-12.39,982.79
31.13,-11.96,984.25
29.85,-14.53,984.25
29.60,-13.67,983.76
30.94,-11.60,983.46
30.15,-12.57,984.92
31.07,-14.16,984.62
30.09,-13.79,983.76
29.42,-13.31,984.37
29.79,-12.33,984.19
31.80,-13.79,986.88
30.88,-13.55,983.52
31.68,-13.73,983.15
32.47,-12.33,984.68
32.23,-13.00,984.07
30.03,-12.88,986.82
28.75,-11.96,985.23
31.19,-13.00,984.92
32.29,-14.10,984.56
30.27,-13.61,984.86
31.98,-12.27,981.32
28.63,-11.84,982.97
30.76,-14.40,984.13
30.27,-13.43,984.31
30.82,-13.43,986.15
29.91,-11.84,984.99
31.56,-14.10,986.02
31.98,-13.18,985.29
30.70,-11.84,984.68
31.37,-13.61,983.09
31.31,-14.10,984.80
31.25,-13.00,983.22
29.72,-13.18,985.53
29.42,-13.55,983.15
31.25,-13.79,987.67
31.31,-13.73,984.86
31.07,-13.31,985.53
28.87,-14.16,986.63
31.19,-14.04,984.74
31.49,-11.29,985.35
29.36,-11.96,984.56
31.01,-13.43,982.30
30.88,-12.02,984.01
32.41,-15.08,986.08
30.76,-13.85,984.25
30.21,-13.43,985.11
31.43,-13.67,985.72
31.13,-13.37,986.08
31.92,-13.61,986.15
29.30,-12.82,985.23
30.21,-13.12,983.03
29.42,-13.49,984.62
31.19,-13.43,985.23
30.33,-15.26,985.29
32.59,-13.06,985.66
30.15,-14.53,983.70
32.04,-13.24,983.83
30.33,-13.43,983.28
30.58,-12.76,984.25
30.70,-11.47,985.17
29.36,-13.92,986.45
29.85,-13.79,983.46
30.09,-12.45,984.80
30.40,-11.84,984.92
32.35,-13.92,981.99
31.31,-15.14,984.44
29.97,-13.85,984.07
30.94,-11.84,986.33
31.07,-12.70,985.17
30.88,-14.10,985.47
28.63,-11.05,984.80
29.91,-13.92,983.95
30.82,-14.40,982.48
30.70,-12.88,984.92
29.85,-13.06,982.91
30.58,-12.88,985.47
31.74,-12.82,984.25
32.71,-12.21,984.68
31.98,-12.21,984.74
28.63,-13.31,986.33
29.60,-13.06,983.34
31.62,-14.59,983.34
31.80,-12.39,985.23
29.79,-13.98,984.37
29.72,-14.89,985.41
32.17,-14.53,984.31
31.56,-13.67,984.99
31.31,-13.00,985.47
29.17,-13.00,984.31
30.40,-12.39,985.35
31.98,-12.21,984.25
31.31,-12.88,984.50
31.19,-15.14,986.69
28.81,-13.37,984.74
30.15,-12.45,986.94
29.72,-14.16,984.62
30.15,-14.22,984.86
31.25,-12.94,983.40
30.76,-12.57,986.27
30.03,-11.90,984.13
30.58,-13.73,985.90
29.66,-13.92,987.24
30.27,-11.78,981.08
31.68,-14.95,983.83
31.13,-13.00,985.84
30.52,-12.39,985.23
29.05,-13.18,984.62
30.52,-12.15,984.31
30.40,-12.51,985.84
31.92,-12.88,984.31
32.17,-14.40,984.62
31.62,-13.79,985.35
30.70,-13.73,985.29
31.86,-13.67,984.86
30.70,-13.67,984.68
30.76,-12.70,987.61
29.60,-14.83,986.27
30.70,-14.04,984.50
30.70,-12.02,983.95
30.70,-12.39,984.74
28.93,-13.85,983.83
29.91,-14.04,986.51
31.13,-11.60,984.50
30.70,-13.06,983.40
30.76,-11.96,985.11
31.56,-14.16,982.60
29.79,-12.82,984.37
30.40,-12.45,983.83
31.92,-12.21,985.29
30.64,-14.71,985.29
32.47,-12.94,983.09
32.23,-13.31,984.50
30.58,-13.55,985.47
28.93,-13.49,984.37
29.60,-14.34,981.45
31.68,-12.94,984.31
31.56,-12.39,983.70
30.09,-17.27,985.05
30.40,-15.50,983.70
30.40,-13.31,984.19
29.91,-13.92,984.92
30.64,-12.82,984.01
30.09,-10.50,984.99
31.19,-12.63,985.17
31.01,-14.71,981.02
30.76,-11.29,984.62
29.24,-13.92,986.02
31.01,-13.31,985.60
28.38,-13.85,985.05
30.03,-13.00,985.78
31.49,-12.57,986.69
30.88,-11.84,986.76
31.19,-12.63,987.12
30.94,-13.37,986.08
29.72,-13.67,985.72
30.40,-12.76,985.78
31.07,-12.57,984.13
30.82,-14.22,985.05
30.15,-13.12,984.74
28.14,-14.34,985.17
31.31,-13.18,984.99
29.72,-13.73,985.66
29.54,-14.04,984.50
30.94,-14.22,985.60
31.25,-12.45,987.37
29.17,-13.61,985.29
30.03,-13.73,986.33
30.76,-15.20,982.97
31.56,-11.66,986.88
31.31,-14.10,985.29
29.42,-14.47,985.90
29.24,-13.92,984.44
29.60,-12.27,984.25
31.19,-13.73,984.80
31.19,-13.85,984.07
31.80,-12.51,985.90
30.03,-14.59,985.29
29.24,-14.10,985.17
29.48,-11.54,984.31
32.65,-13.43,986.94
31.74,-13.18,985.66
31.86,-12.21,985.72
30.76,-13.49,982.60
30.46,-13.85,984.99
29.11,-14.34,984.99
32.10,-11.84,984.68
29.72,-12.94,985.17
31.49,-12.57,983.40
29.91,-11.66,985.47
32.17,-12.27,985.29
29.05,-14.16,986.15
29.97,-12.94,984.74
31.49,-13.49,987.49
31.80,-13.06,985.17
31.13,-13.43,983.95
29.91,-14.83,984.86
31.01,-12.51,984.92
29.66,-12.94,984.62
30.15,-13.00,984.62
30.82,-12.51,983.95
30.33,-12.63,986.57
33.08,-12.39,984.37
31.31,-12.57,983.70
30.15,-13.00,984.86
29.97,-13.79,985.66
29.30,-14.89,984.19
31.19,-12.02,985.23
30.27,-12.94,985.47
31.49,-13.00,983.83
30.40,-12.33,983.76
31.01,-12.82,984.13
29.91,-12.33,983.40
30.58,-12.63,983.40
30.33,-13.24,985.60
30.15,-13.37,984.37
15.99,-12.08,985.96
32.10,-14.10,983.70
33.20,-13.06,986.08
30.40,-12.08,983.89
31.13,-12.51,984.44
33.20,-11.66,983.64
29.91,-13.24,985.66
29.79,-13.00,983.34
31.43,-13.00,984.74
31.80,-13.37,985.29
30.58,-13.37,985.90
31.19,-12.51,985.66
31.56,-12.82,983.89
31.31,-12.94,985.35
31.98,-13.06,985.96
31.74,-11.72,986.02
31.80,-13.00,985.17
30.82,-13.61,983.95
29.66,-12.08,982.79
31.43,-13.85,985.23
31.01,-12.21,983.76
30.40,-13.79,984.25
30.88,-12.33,984.80
30.46,-14.04,984.19
31.43,-13.00,983.83
30.88,-14.16,985.72
29.91,-13.18,985.72
32.23,-13.61,985.35
29.85,-13.49,987.55
28.93,-12.21,983.95
29.91,-12.08,984.74
30.33,-13.85,985.05
31.68,-13.79,985.90
31.01,-12.76,982.79
31.37,-14.28,984.01
33.08,-13.31,984.86
30.15,-12.63,984.37
30.76,-12.88,983.58
30.58,-13.43,985.35
30.88,-13.79,983.09
30.82,-11.90,984.25
31.37,-13.92,982.18
30.82,-11.72,984.80
30.52,-12.63,985.29
30.64,-13.67,983.22
32.35,-13.06,985.90
31.62,-12.57,969.12
31.37,-13.85,982.06
31.13,-13.24,985.53
32.71,-12.82,985.17
32.04,-13.85,985.41
31.07,-13.49,984.68
31.80,-12.21,986.94
30.40,-12.45,984.62
30.15,-15.14,986.51
33.45,-14.22,984.86
31.43,-13.24,984.99
29.97,-12.08,985.53
30.88,-11.96,984.74
29.48,-14.22,983.95
30.46,-14.34,984.86
31.13,-13.24,985.23
45.78,-13.37,984.68
31.25,-13.43,985.53
30.58,-12.94,984.68
30.76,-11.72,983.09
29.97,-11.17,985.41
30.40,-14.34,984.62
31.37,-14.34,981.63
30.27,-11.60,984.56
31.92,-13.06,987.67
31.19,-12.63,983.95
31.01,-13.73,984.01
31.62,-13.55,983.22
32.23,-14.53,984.25
30.40,-11.78,985.35
31.19,-13.61,986.27
30.70,-12.88,983.83
30.76,-12.57,985.17
29.30,-12.08,983.70
31.62,-13.79,984.07
29.60,-13.37,985.17
31.49,-13.06,985.47
29.79,-12.39,985.66
30.27,-14.22,982.24
30.21,-14.65,986.45
30.33,-13.61,984.37
29.72,-13.49,988.34
31.49,-14.47,983.46
30.27,-10.99,985.96
32.41,-12.39,985.11
31.92,-12.39,982.91
30.70,-14.65,985.96
16.30,-13.49,985.05
31.56,-16.05,983.40
31.68,-13.31,984.56
30.82,-13.98,982.24
30.52,-12.76,982.30
31.01,-15.20,983.22
31.98,-13.61,985.78
29.11,-12.21,986.45
30.94,-12.45,982.79
31.43,-12.02,984.31
31.49,-14.22,984.56
30.46,-11.47,985.23
30.15,-14.65,986.33
31.37,-11.35,984.19
32.10,-12.51,983.95
31.86,-12.08,986.27
31.80,-11.84,985.23
31.13,-10.56,983.46
30.52,-12.21,984.74
31.98,-12.02,986.69
29.66,-12.70,984.86
30.70,-14.10,982.79
30.94,-13.06,984.07
29.24,-10.31,984.62
31.49,-12.63,984.86
30.33,-14.40,984.37
30.21,-13.12,985.84
30.09,-14.22,985.66
32.84,-12.76,983.03
32.65,-12.21,985.60
29.85,-12.45,983.95
30.03,-11.11,984.31
30.82,-12.88,985.78
32.41,-11.84,985.41
30.15,-12.63,986.27
31.19,-14.34,985.47
31.37,-13.49,985.47
30.64,-13.00,982.30
30.82,-13.12,984.01
30.82,-13.00,985.66
31.13,-12.51,982.97
30.58,-10.93,983.34
29.97,-11.60,983.40
32.04,-12.33,984.07
33.14,-13.85,985.11
31.25,-12.39,988.53
30.46,-12.15,984.92
31.37,-13.24,987.43
30.52,-13.31,985.05
29.60,-13.73,984.19
30.09,-11.90,982.30
31.80,-14.34,983.52
31.92,-13.55,983.15
29.72,-14.53,984.74
29.42,-12.94,986.88
31.37,-12.51,984.80
31.62,-14.16,985.53
31.43,-11.35,984.80
29.91,-14.10,984.01
31.01,-13.55,984.31
30.15,-14.04,983.89
32.10,-11.90,982.97
29.66,-14.47,984.74
29.17,-13.61,985.41
29.91,-12.21,984.50
30.94,-11.90,985.17
31.01,-12.82,984.50
30.21,-13.67,986.33
31.31,-10.86,985.72
31.62,-12.45,985.47
30.82,-11.29,985.05
31.25,-12.51,985.41
30.40,-15.20,984.13
30.58,-11.96,983.15
31.37,-14.53,983.95
32.41,-13.18,983.15
30.70,-11.11,983.15
31.56,-12.27,970.76
31.13,-13.73,985.35
30.15,-12.21,986.33
30.88,-13.24,982.91
31.07,-12.51,984.37
30.27,-12.94,983.46
29.17,-13.12,984.62
30.70,-11.90,984.80
29.66,-11.60,984.31
29.36,-14.22,984.80
31.31,-13.18,983.03
32.35,-12.88,984.74
32.47,-12.27,987.30
28.26,-12.21,985.60
29.48,-12.63,983.15
31.98,-13.31,983.64
33.39,-12.21,986.08
28.63,-11.96,985.60
31.07,-14.22,983.03
30.27,-12.63,984.86
30.82,-12.57,985.90
30.46,-13.12,984.68
30.64,-14.65,986.21
31.68,-14.40,985.53
33.81,-13.55,984.80
29.66,-13.61,984.37
30.94,-12.39,985.72
30.82,-13.06,985.17
34.12,-13.79,985.29
30.76,-13.85,984.31
31.98,-13.12,984.99
31.19,-14.04,984.37
29.60,-14.04,985.96
32.90,-12.82,984.80
31.86,-13.92,985.78
29.17,-12.08,985.17
30.70,-14.10,984.07
30.03,-13.06,983.64
31.13,-14.59,983.58
30.21,-13.31,986.45
31.56,-13.31,985.05
30.88,-13.00,983.03
31.19,-13.00,983.58
31.74,-12.88,982.85
31.25,-13.92,984.68
33.33,-12.45,984.25
31.19,-14.40,982.48
30.64,-12.21,984.56
32.10,-13.49,986.02
30.94,-15.44,985.29
29.66,-13.37,986.27
30.52,-12.70,984.44
30.58,-12.45,985.17
31.37,-14.40,984.44
31.68,-11.17,984.31
30.21,-13.67,983.58
30.58,-15.38,983.76
29.60,-12.45,985.72
33.14,-12.88,982.85
30.33,-12.15,985.41
31.07,-13.61,984.25
31.19,-12.15,985.47
30.58,-13.06,985.78
31.19,-14.16,984.92
31.62,-12.51,984.13
30.76,-13.98,984.19
28.81,-13.24,983.15
30.21,-12.88,983.76
31.13,-15.44,985.96
33.20,-11.84,985.23
30.88,-13.06,985.17
32.17,-10.44,983.46
30.15,-13.18,988.40
30.46,-13.00,984.68
30.76,-13.61,984.25
31.80,-11.05,984.37
30.46,-14.40,982.36
29.24,-12.88,984.44
29.36,-14.22,983.70
29.79,-13.98,983.09
31.98,-13.37,983.76
29.66,-12.57,985.35
29.24,-12.63,983.22
30.27,-14.10,985.60
30.03,-12.94,982.18
32.41,-12.51,985.60
31.56,-13.55,985.11
30.03,-14.53,983.40
31.56,-13.12,985.35
30.88,-13.61,983.34
31.74,-14.16,983.52
29.72,-12.33,982.97
30.58,-14.34,985.17
30.94,-11.66,984.80
32.29,-12.76,985.11
31.13,-12.70,984.62
30.03,-10.56,984.80
29.54,-14.34,987.61
30.15,-14.47,983.52
30.15,-12.45,983.15
30.46,-10.93,983.15
29.79,-15.14,982.30
30.76,-11.78,985.47
29.79,-13.55,985.35
31.98,-12.39,984.74
30.82,-15.08,984.86
30.15,-11.35,983.58
29.60,-11.84,984.25
32.84,-12.63,983.95
31.19,-12.63,985.29
30.76,-11.72,983.28
31.86,-11.23,986.69
32.10,-12.33,985.66
30.58,-13.79,982.30
30.27,-15.50,982.36
30.40,-12.57,983.28
30.94,-14.83,982.85
31.43,-11.60,985.78
31.92,-13.67,984.19
31.74,-12.33,985.96
30.27,-12.70,984.68
31.74,-13.18,985.53
29.97,-12.15,984.80
32.17,-14.71,985.84
30.40,-13.49,983.58
31.13,-13.67,984.92
29.97,-13.61,985.47
30.88,-12.39,984.68
29.72,-14.53,985.84
29.91,-13.24,985.53
31.62,-12.70,984.92
31.56,-13.73,984.19
29.24,-13.37,985.05
30.27,-12.27,984.44
31.80,-13.31,983.58
31.74,-12.33,986.33
30.58,-14.77,984.37
30.76,-13.79,983.22
30.82,-13.31,984.56
30.64,-13.79,984.19
30.21,-11.41,986.27
32.10,-11.84,984.31
32.10,-12.51,986.69
30.52,-11.78,985.47
30.76,-14.16,985.47
29.05,-12.76,986.27
30.94,-13.61,984.31
32.41,-13.92,984.25
28.93,-13.37,981.75
31.98,-13.06,983.64
30.94,-13.79,983.46
30.94,-11.72,984.13
31.25,-13.79,984.37
30.82,-14.59,985.53
31.37,-12.57,986.02
32.10,-13.24,986.08
32.65,-11.78,984.37
32.35,-13.00,986.82
31.43,-12.33,984.80
31.62,-13.55,985.35
29.60,-12.45,984.62
29.97,-12.08,984.07
31.43,-12.33,984.37
30.46,-13.49,984.13
45.53,-13.37,983.64
31.37,-11.23,984.01
31.80,-13.79,983.22
31.01,-13.24,985.29
30.15,-12.82,985.05
30.82,-13.98,985.53
32.71,-13.79,984.92
29.60,-13.67,985.05
30.82,-13.12,983.83
31.19,-13.12,985.72
29.60,-13.73,984.80
30.33,-13.00,986.15
32.29,-13.43,984.31
31.74,-14.59,982.97
30.52,-13.49,985.78
30.40,-13.55,984.62
30.64,-13.31,984.80
30.40,-14.59,985.84
31.07,-15.69,982.18
30.88,-13.73,984.07
30.88,-14.34,985.29
31.49,-13.79,984.13
30.46,-11.78,984.01
30.21,-13.61,982.91
29.30,-13.31,984.56
30.46,-13.31,983.46
30.88,-14.59,984.74
29.85,-14.16,984.62
31.80,-12.94,980.96
29.79,-14.71,984.50
31.49,-12.63,986.02
29.97,-14.34,984.13
29.79,-12.51,983.83
30.88,-12.88,984.07
31.43,-13.24,986.51
30.94,-13.06,984.01
31.01,-12.51,986.08
29.85,-13.37,984.44
29.36,-13.43,983.46
31.13,-12.51,983.70
30.21,-13.31,984.25
30.88,-14.10,985.41
31.56,-14.34,983.83
28.44,-12.27,984.92
29.66,-13.49,986.63
30.82,-13.37,983.28
30.27,-14.77,985.84
30.21,-11.84,985.11
31.62,-12.57,984.74
31.43,-12.27,984.44
30.82,-12.82,984.74
31.19,-13.37,985.11
29.66,-13.31,982.79
31.68,-12.27,984.19
32.47,-14.71,983.83
30.70,-15.38,986.33
31.25,-13.31,986.33
30.76,-12.63,985.11
32.53,-12.39,987.12
30.03,-13.92,984.07
31.07,-11.96,984.99
31.43,-14.10,984.13
30.88,-12.39,985.11
31.13,-13.55,986.08
32.47,-12.45,983.95
30.76,-11.72,987.30
30.64,-12.94,984.99
29.66,-13.61,983.83
30.58,-12.70,983.95
30.88,-12.45,984.07
31.92,-12.27,982.67
29.97,-10.99,984.37
31.80,-13.85,984.25
29.85,-13.00,983.22
29.79,-12.15,983.03
30.82,-14.59,984.74
30.82,-11.84,982.91
31.86,-12.02,983.52
31.74,-13.98,983.89
31.07,-14.59,985.29
29.66,-14.40,983.64
30.03,-13.79,984.68
29.79,-12.02,985.66
29.60,-12.02,981.81
31.37,-14.10,983.83
30.33,-13.43,984.44
30.76,-13.43,982.60
30.88,-13.31,985.84
29.85,-12.51,984.56
30.46,-13.37,983.34
30.88,-13.31,985.72
31.86,-12.45,985.29
30.27,-12.51,984.25
29.91,-13.37,984.62
29.72,-13.43,984.25
30.46,-14.53,985.60
30.40,-14.59,986.45
31.86,-12.82,984.68
29.48,-13.06,984.74
30.94,-14.40,984.99
30.70,-13.67,984.68
31.07,-13.31,985.47
30.21,-12.15,983.76
31.31,-13.85,984.31
30.70,-13.24,986.57
30.70,-13.43,984.74
31.56,-12.70,986.21
31.07,-15.20,984.56
30.40,-14.10,985.66
30.46,-13.67,983.76
31.01,-13.37,984.19
30.82,-15.44,982.97
30.64,-14.22,985.35
30.52,-12.33,985.17
30.70,-13.92,986.02
31.01,-13.12,982.97
30.82,-13.61,985.23
30.70,-13.67,986.82
29.54,-13.12,984.13
31.07,-13.31,985.53
30.64,-13.67,985.90
30.94,-12.33,984.92
29.66,-14.40,985.72
30.09,-11.05,984.99
29.48,-12.39,983.22
31.49,-15.01,984.13
31.01,-12.08,984.74
32.35,-14.53,984.01
30.70,-11.60,984.80
31.37,-13.43,985.17
31.19,-12.51,983.28
32.04,-13.06,983.09
30.40,-12.21,984.74
30.76,-14.10,986.02
31.01,-12.39,984.25
31.49,-13.06,983.40
30.70,-15.32,984.62
32.59,-12.39,984.44
29.72,-13.31,985.60
29.97,-12.82,986.02
16.05,-12.45,986.15
30.82,-13.12,981.63
30.52,-13.06,986.08
30.27,-12.39,983.40
31.31,-12.02,986.21
30.88,-13.92,982.91
29.79,-13.49,984.62
29.05,-14.22,983.58
27.95,-13.24,983.70
31.07,-15.56,984.50
31.86,-14.65,985.90
30.94,-11.84,985.11
30.33,-13.00,984.19
31.98,-10.80,983.83
29.79,-10.25,984.50
30.46,-11.90,984.92
29.91,-13.73,984.68
29.85,-13.00,986.21
31.62,-13.92,986.08
28.87,-13.18,981.63
30.33,-12.45,982.73
32.71,-12.33,984.37
30.94,-13.06,986.21
30.88,-12.15,984.80
31.56,-13.43,985.53
30.64,-12.45,984.80
28.93,-13.24,982.18
31.56,-11.78,984.92
31.80,-12.94,983.95
29.30,-13.18,983.28
30.21,-11.96,985.84
32.29,-12.88,984.80
29.85,-13.73,985.35
28.87,-13.31,983.40
30.33,-14.10,984.13
30.33,-13.55,982.48
31.49,-12.45,983.83
29.54,-12.21,984.74
30.21,-13.67,984.92
31.80,-13.00,984.74
30.40,-13.67,983.76
30.40,-13.06,983.40
30.70,-12.45,984.25
31.43,-14.10,985.78
32.04,-14.34,984.07
29.42,-12.94,984.01
