x,y,z
30.15,-12.02,985.78
30.46,-14.65,985.53
30.52,-14.40,985.78
30.58,-10.80,985.60
29.79,-14.83,986.45
30.70,-14.40,986.45
31.19,-13.55,984.92
30.40,-15.08,984.07
31.31,-11.05,986.08
32.41,-12.82,984.86
31.68,-13.61,984.19
29.30,-13.00,985.96
29.30,-14.95,986.08
31.80,-11.84,982.18
30.52,-11.11,985.23
29.42,-13.31,985.96
31.80,-13.55,986.51
31.13,-13.18,983.76
29.97,-13.24,984.01
32.23,-12.88,984.74
31.19,-12.33,983.40
30.82,-11.66,983.58
29.66,-14.16,985.11
31.98,-12.08,983.89
29.66,-12.82,985.53
31.07,-12.33,986.82
31.86,-12.88,985.41
30.21,-13.12,985.72
30.70,-13.37,984.31
28.87,-12.82,985.41
32.10,-14.28,985.47
30.88,-13.24,984.44
31.86,-15.44,986.82
31.62,-12.88,984.62
30.27,-12.57,984.50
30.64,-13.67,982.54
30.21,-13.43,983.76
30.27,-11.41,986.21
31.62,-15.69,984.80
32.47,-14.95,984.68
31.07,-14.10,985.60
30.09,-13.79,987.12
30.52,-12.76,984.31
32.47,-14.71,986.45
30.27,-13.43,982.79
31.25,-11.96,982.54
32.29,-12.63,984.07
30.09,-12.33,986.33
29.66,-11.60,986.21
32.29,-12.88,984.74
31.86,-12.94,983.46
31.01,-15.01,985.60
31.49,-13.55,985.11
32.35,-13.61,983.64
31.80,-13.98,985.66
30.70,-11.60,983.70
29.66,-13.79,983.15
32.71,-12.51,984.80
30.94,-11.72,985.41
29.97,-12.70,984.31
30.58,-12.15,986.69
30.58,-12.45,986.69
32.84,-13.24,984.92
31.62,-14.16,985.11
30.70,-11.72,982.36
32.10,-13.18,983.34
30.94,-12.94,984.56
29.42,-11.54,985.53
30.33,-14.04,984.07
31.31,-14.59,984.86
30.40,-13.67,999.27
28.44,-12.63,984.86
32.10,-11.96,985.96
31.37,-13.79,986.21
29.91,-12.27,984.86
31.86,-11.23,985.96
31.74,-13.73,984.44
31.19,-12.82,983.52
31.31,-13.73,985.23
31.62,-14.34,985.72
29.11,-13.49,984.92
32.04,-13.24,984.68
30.58,-12.88,986.08
31.86,-13.61,987.00
31.07,-12.70,986.33
30.94,-13.67,982.85
31.31,-12.70,984.56
29.54,-14.10,982.60
29.24,-14.16,982.54
31.19,-12.39,983.95
30.76,-13.85,983.03
30.58,-13.06,983.89
31.31,-12.33,985.78
30.21,-13.24,983.28
31.80,-13.92,985.72
29.60,-14.95,983.03
30.46,-11.60,986.51
30.33,-13.79,984.92
32.90,-14.53,985.29
30.64,-14.83,984.19
30.15,-13.67,984.50
28.75,-13.37,984.31
29.54,-13.79,984.50
29.60,-13.43,984.25
29.54,-12.88,985.78
30.88,-12.57,984.62
30.76,-13.06,984.62
29.66,-13.67,984.37
32.59,-14.71,985.66
32.10,-13.24,984.92
31.13,-13.85,983.40
30.15,-15.32,986.27
31.25,-13.31,984.74
30.03,-13.61,981.99
31.43,-14.22,986.63
30.64,-14.95,983.58
29.79,-11.90,982.67
31.13,-13.73,984.07
31.25,-13.43,984.56
30.88,-12.33,984.80
29.66,-12.39,982.36
32.71,-12.82,985.41
30.88,-13.92,984.99
33.20,-14.59,984.86
31.74,-14.53,982.97
30.21,-15.20,984.19
31.01,-14.10,983.03
31.37,-13.18,983.70
30.70,-13.73,986.02
31.25,-12.88,984.31
31.49,-11.54,983.70
31.07,-13.00,985.17
31.13,-15.50,984.80
31.13,-13.31,985.29
31.13,-13.79,983.15
29.54,-13.18,986.51
31.25,-14.16,982.54
31.13,-13.37,983.09
31.37,-14.10,984.56
30.46,-13.61,985.29
31.37,-12.82,985.78
31.25,-13.00,984.07
29.97,-13.31,983.40
32.90,-13.43,986.82
28.93,-14.34,984.13
32.10,-13.06,983.34
30.40,-11.96,983.03
32.65,-14.47,984.13
30.52,-12.51,984.74
32.04,-13.67,982.79
31.19,-13.24,985.11
29.42,-13.12,986.15
29.97,-12.70,985.17
31.74,-12.82,985.90
31.92,-12.45,985.53
30.82,-12.57,985.47
30.21,-12.70,985.60
30.40,-13.00,985.72
30.76,-13.18,986.51
31.37,-14.16,984.50
31.19,-14.47,984.50
28.26,-14.16,984.56
28.87,-13.49,984.86
29.54,-12.63,985.53
28.69,-12.51,986.82
30.46,-12.82,985.47
30.21,-15.26,984.68
31.92,-14.47,986.63
32.17,-12.45,984.86
29.91,-13.24,982.67
31.31,-14.34,984.31
30.76,-13.00,982.54
29.79,-13.92,985.84
30.76,-13.67,984.68
29.11,-13.37,983.40
31.92,-12.45,984.74
31.92,-13.00,983.46
32.04,-13.85,982.36
29.85,-13.12,986.45
31.74,-13.67,998.11
33.51,-12.45,984.92
31.98,-13.55,984.62
30.03,-13.31,985.72
28.44,-13.12,986.82
30.76,-13.55,983.64
30.76,-14.04,983.89
30.52,-13.18,985.66
30.76,-13.12,984.86
32.90,-13.06,985.29
31.92,-9.83,985.23
30.52,-13.92,984.92
30.64,-13.37,982.06
31.19,-15.01,983.22
30.33,-14.40,985.53
30.15,-11.78,983.15
29.79,-12.76,982.97
30.58,-13.18,987.12
28.38,-12.82,984.37
29.36,-12.82,984.68
31.37,-13.12,984.74
31.19,-13.73,985.41
29.30,-14.83,984.86
29.17,-14.53,984.37
29.54,-12.82,984.44
31.92,-13.49,984.44
30.76,-13.61,987.18
29.42,-14.83,984.13
30.33,-13.73,985.23
29.97,-12.88,985.60
29.91,-11.84,985.47
30.64,-15.99,984.56
33.02,-12.70,982.54
30.82,-12.82,982.36
30.58,-14.95,984.50
31.98,-13.37,984.68
33.45,-12.45,986.45
30.70,-12.76,983.64
30.40,-13.00,983.76
28.56,-13.00,985.53
32.53,-13.00,986.33
32.10,-14.59,985.11
31.37,-13.43,987.18
29.60,-13.00,985.47
29.85,-12.02,983.83
30.52,-11.84,985.17
32.29,-14.04,984.50
31.92,-13.67,969.67
30.58,-12.76,985.23
30.33,-14.10,985.11
30.64,-13.73,983.89
30.94,-13.79,985.17
30.52,-13.00,985.05
31.37,-13.37,983.46
30.88,-12.88,985.47
29.97,-12.94,985.05
31.01,-14.89,985.35
31.19,-13.12,983.34
32.41,-13.18,985.41
31.19,-12.63,984.31
31.13,-12.08,985.29
30.76,-13.43,984.31
31.07,-13.24,984.62
30.76,-14.28,984.07
31.37,-15.69,986.08
32.10,-12.57,983.28
31.43,-13.98,982.79
30.46,-13.92,984.31
29.36,-12.57,984.68
30.33,-14.28,985.29
30.46,-12.70,982.91
30.70,-13.98,984.86
32.65,-13.49,987.30
31.56,-13.18,984.31
28.75,-13.00,984.37
30.15,-14.65,986.57
30.76,-13.49,985.41
29.91,-12.45,985.05
31.68,-13.49,987.06
32.17,-12.02,983.89
29.48,-13.61,983.83
32.17,-12.39,985.60
31.74,-11.66,984.74
30.27,-11.23,986.08
31.19,-9.40,983.58
31.80,-13.06,984.50
30.09,-12.76,984.74
30.21,-13.85,983.15
30.03,-11.60,985.41
31.19,-12.70,983.70
32.29,-12.51,984.99
29.60,-15.32,983.46
30.33,-13.06,985.72
30.03,-11.35,982.48
30.70,-13.55,984.56
29.24,-13.92,986.82
32.84,-15.26,985.41
30.15,-13.00,983.22
30.46,-12.88,985.96
32.35,-12.88,984.92
31.98,-14.22,985.41
29.42,-13.24,985.78
31.07,-11.72,984.74
32.04,-13.24,985.35
31.13,-12.02,983.58
29.91,-12.82,985.05
30.58,-14.28,986.82
31.62,-12.39,985.29
28.87,-13.06,983.40
31.13,-13.43,985.47
32.29,-15.01,985.96
30.70,-13.06,985.23
31.01,-14.28,982.79
28.08,-14.10,982.06
30.58,-13.73,984.62
31.25,-11.78,985.78
32.71,-14.83,982.85
30.88,-12.51,985.23
29.91,-14.83,985.53
29.85,-14.16,983.76
29.79,-14.89,985.29
31.74,-13.24,986.76
31.43,-10.99,984.50
30.46,-12.70,984.25
30.03,-12.70,985.41
30.76,-13.00,984.19
29.05,-13.18,984.62
31.74,-13.67,985.96
32.10,-13.49,984.37
30.27,-12.70,985.53
29.79,-13.67,983.95
31.68,-12.57,984.25
30.94,-12.76,985.72
30.70,-12.82,983.83
31.01,-14.83,984.68
30.40,-13.61,983.34
29.91,-13.00,983.15
30.15,-13.85,985.11
30.15,-12.27,984.50
30.64,-12.76,986.08
30.27,-13.12,984.50
30.70,-12.70,986.15
28.50,-13.98,985.96
30.94,-13.79,983.95
31.74,-13.67,986.27
30.94,-14.83,985.41
30.94,-13.85,983.95
29.91,-14.10,984.80
28.63,-13.79,982.73
30.58,-12.39,984.68
31.19,-13.79,986.39
32.17,-13.55,985.47
31.80,-12.33,984.44
32.23,-13.55,984.56
28.63,-12.70,984.86
31.31,-15.38,985.35
31.31,-13.98,983.15
30.33,-12.76,985.90
31.43,-13.73,983.64
29.85,-14.77,986.82
30.64,-10.86,984.25
31.13,-13.67,986.02
32.53,-13.18,983.95
31.68,-14.04,987.43
31.37,-12.82,984.68
31.01,-11.05,986.27
31.68,-13.18,986.57
32.04,-12.70,984.62
31.49,-12.57,984.99
30.70,-13.31,985.05
30.70,-13.31,984.99
29.30,-11.60,983.40
29.72,-11.72,987.98
31.74,-13.73,984.37
31.98,-12.94,984.13
30.94,-10.56,984.74
29.66,-13.73,984.56
31.37,-13.43,982.79
29.48,-12.76,984.25
30.09,-13.49,983.89
31.01,-12.51,985.96
31.19,-12.82,986.57
33.39,-12.76,985.66
28.63,-12.51,985.29
31.07,-13.12,983.58
31.07,-12.63,984.19
32.47,-14.89,985.47
29.97,-12.33,984.74
31.62,-12.27,985.84
31.49,-14.16,983.83
31.62,-13.00,984.44
29.60,-15.01,984.37
31.07,-13.49,986.15
33.14,-13.12,985.17
30.21,-14.10,985.29
29.24,-12.02,984.01
44.49,-13.55,985.84
29.60,-11.60,982.30
32.78,-12.82,986.45
28.69,-13.31,986.51
28.75,-12.45,986.02
32.59,-14.71,984.01
31.86,-14.22,985.53
31.13,-13.00,984.31
31.49,-13.67,985.17
29.79,-12.51,985.17
31.31,-14.89,985.66
30.88,-15.32,984.56
29.17,-9.64,984.68
30.88,-14.71,985.23
32.04,-14.28,986.39
29.30,-12.88,984.07
29.48,-12.57,983.83
31.98,-12.94,985.11
31.37,-14.83,984.80
29.72,-12.63,985.41
30.88,-12.70,985.17
28.56,-13.00,985.72
32.23,-13.12,984.68
31.98,-12.27,983.70
32.10,-13.49,984.74
31.13,-13.06,984.62
30.94,-13.92,985.60
31.31,-10.62,985.41
30.94,-12.39,984.37
30.88,-14.71,983.46
30.09,-11.54,986.21
31.07,-14.47,984.74
31.86,-11.78,983.52
30.58,-14.59,983.76
30.64,-12.39,985.84
31.62,-13.98,984.68
30.88,-15.08,985.23
31.49,-14.34,986.27
29.97,-13.98,984.62
31.31,-15.56,985.41
33.14,-14.77,985.90
31.86,-12.21,985.84
29.48,-15.01,985.66
31.56,-12.70,984.92
32.23,-14.04,985.11
30.52,-13.85,984.80
30.88,-11.96,984.37
31.07,-14.83,984.68
32.23,-13.43,985.72
30.40,-11.47,983.70
30.15,-13.12,984.19
31.19,-14.71,983.70
30.64,-15.08,984.07
29.91,-12.45,983.34
30.82,-12.76,985.23
30.64,-14.77,985.05
30.09,-13.37,984.01
30.70,-11.17,985.78
31.43,-13.67,984.99
30.27,-12.94,986.21
29.48,-14.04,985.96
29.91,-13.24,984.62
31.80,-13.85,986.39
32.59,-14.22,985.78
31.25,-14.10,983.89
30.33,-13.00,986.57
30.40,-15.01,984.44
31.80,-13.24,984.86
30.46,-13.49,984.37
30.21,-11.60,985.66
30.64,-12.02,984.62
32.47,-13.92,985.96
31.74,-11.84,986.45
32.78,-13.67,986.15
31.68,-12.70,985.35
31.62,-12.70,984.25
31.07,-12.51,983.83
31.25,-13.73,986.27
30.40,-13.73,986.45
28.56,-14.34,984.99
30.09,-12.08,984.07
28.63,-13.43,985.66
31.07,-13.31,985.66
30.33,-13.55,983.64
31.80,-13.98,983.89
30.88,-13.55,985.72
30.52,-14.04,984.56
31.92,-12.57,983.15
31.01,-12.63,983.83
31.01,-12.15,984.44
32.41,-10.62,986.15
32.17,-16.24,983.95
30.09,-13.24,983.22
29.30,-13.85,985.23
29.97,-13.00,985.23
30.15,-13.92,985.96
30.21,-12.15,985.11
31.07,-13.31,984.44
31.43,-12.88,982.97
28.63,-12.15,983.09
32.17,-13.73,984.07
31.86,-13.67,984.68
30.21,-12.88,984.50
30.15,-12.39,985.05
31.01,-13.24,984.68
31.62,-12.33,986.02
33.26,-12.70,983.76
30.40,-14.53,984.80
31.92,-12.15,983.52
30.03,-13.00,983.58
31.49,-14.83,983.70
31.01,-14.53,985.84
29.97,-15.01,985.41
30.40,-14.40,985.47
30.21,-12.94,986.82
30.15,-12.08,983.52
29.97,-11.54,985.60
31.68,-13.61,986.27
30.94,-13.49,985.72
30.76,-13.85,985.29
29.97,-13.12,985.41
29.05,-13.43,986.51
30.58,-11.29,985.96
31.56,-15.01,983.09
31.92,-15.01,985.05
29.36,-12.70,983.76
29.66,-11.90,983.09
31.37,-12.82,985.84
30.40,-13.79,984.92
31.80,-12.45,985.41
30.76,-13.24,985.05
32.84,-14.34,985.05
30.15,-12.21,986.08
30.94,-14.28,984.62
30.76,-13.49,986.27
30.15,-13.92,984.92
32.04,-13.67,984.86
32.53,-13.79,984.25
31.56,-14.65,983.28
31.07,-11.29,985.29
30.09,-12.02,998.41
31.31,-12.94,983.70
32.65,-13.06,984.50
30.70,-13.92,985.35
32.23,-10.86,985.41
30.21,-11.72,984.37
31.13,-14.22,986.45
31.01,-13.67,983.09
32.17,-13.79,985.72
29.36,-14.10,985.11
29.60,-15.26,984.01
30.76,-12.51,983.58
31.49,-12.88,985.90
29.30,-12.88,985.23
32.71,-13.55,985.23
31.43,-12.27,984.68
31.92,-14.34,984.50
30.40,-13.43,986.27
31.01,-13.06,982.36
31.43,-14.28,984.92
30.88,-13.12,985.41
30.15,-13.24,984.25
30.94,-13.98,984.80
31.62,-13.79,986.08
30.94,-11.23,984.74
30.88,-12.51,984.92
30.27,-14.34,986.76
31.62,-14.40,984.99
30.94,-13.98,983.89
30.09,-15.14,987.06
30.21,-11.35,983.89
31.25,-14.95,983.95
31.31,-14.53,983.34
31.07,-12.76,984.25
30.82,-13.06,982.67
31.07,-13.49,986.76
30.70,-14.53,985.84
30.52,-12.39,983.89
32.17,-13.79,986.02
29.85,-14.28,983.58
30.52,-12.94,984.92
30.58,-13.18,984.99
30.09,-11.96,985.29
31.62,-12.51,984.62
30.46,-14.10,984.86
31.86,-13.92,984.62
31.80,-13.31,983.40
31.68,-13.73,986.63
29.85,-13.61,983.83
30.64,-11.66,986.69
30.21,-12.94,985.05
33.57,-13.73,982.79
32.78,-13.12,983.40
30.70,-12.70,983.58
31.13,-13.24,986.21
31.37,-13.49,984.25
32.04,-13.55,984.13
31.56,-13.24,985.05
31.37,-13.67,983.09
30.58,-13.18,983.40
30.21,-11.54,986.39
32.23,-14.47,986.21
30.58,-13.92,985.84
30.88,-14.71,984.44
33.08,-12.76,983.76
31.07,-11.96,985.41
31.07,-15.20,985.96
29.05,-12.94,983.40
29.42,-11.41,986.63
31.37,-13.73,984.25
31.98,-12.51,985.53
31.86,-11.72,986.63
32.59,-14.28,984.56
30.76,-12.63,983.95
30.46,-11.35,983.34
31.80,-12.51,983.09
29.91,-13.98,984.25
31.37,-12.76,984.99
30.33,-12.15,984.62
31.01,-13.24,984.07
28.75,-14.22,984.80
30.33,-12.70,985.60
31.56,-11.96,985.90
29.97,-13.79,984.44
30.03,-13.55,983.64
31.56,-12.88,986.39
29.42,-10.93,983.70
29.36,-13.06,985.29
30.40,-13.55,983.95
30.33,-15.50,983.22
30.70,-13.18,983.34
28.63,-13.49,985.66
31.13,-13.67,985.23
31.43,-11.05,987.24
29.66,-13.18,983.83
30.09,-14.10,984.99
31.43,-12.45,983.58
30.15,-14.71,986.27
29.79,-13.92,986.51
32.10,-13.37,985.17
30.33,-13.18,984.56
30.09,-14.22,984.92
31.37,-13.43,984.07
32.23,-14.83,984.74
30.88,-13.31,983.58
31.37,-12.63,984.44
30.15,-13.12,984.92
32.65,-14.71,984.31
30.76,-14.59,982.85
30.94,-12.45,999.08
31.07,-14.10,985.84
30.94,-12.94,984.19
29.30,-12.27,984.19
30.40,-15.81,984.92
29.36,-12.21,984.80
31.19,-13.37,988.04
29.85,-14.47,985.53
31.19,-13.18,983.09
31.19,-12.57,983.58
29.42,-12.15,985.47
30.21,-13.85,983.89
31.19,-13.43,984.80
29.97,-15.14,984.07
29.72,-12.76,982.85
30.15,-11.84,984.01
31.25,-13.92,983.64
30.27,-13.85,983.70
31.62,-13.55,983.70
29.48,-10.93,984.44
31.13,-13.61,984.80
33.26,-13.18,984.07
30.03,-13.37,984.68
29.85,-11.35,984.01
32.23,-11.96,986.69
31.19,-14.65,983.46
30.64,-14.71,984.92
29.48,-10.74,984.86
30.82,-12.39,984.50
30.09,-13.00,984.50
32.04,-14.65,985.23
31.07,-13.06,984.68
30.52,-14.95,984.62
29.42,-12.08,981.87
31.62,-12.51,982.54
29.79,-13.24,983.58
32.04,-13.67,985.72
31.43,-11.72,985.96
29.54,-12.33,984.19
30.46,-11.35,983.52
30.33,-12.70,981.57
30.70,-13.43,985.41
31.01,-14.40,982.36
29.72,-12.51,986.21
31.80,-13.67,984.99
29.42,-15.50,986.27
31.56,-13.31,986.21
29.85,-13.18,984.50
30.94,-13.98,984.19
32.04,-13.12,983.89
32.41,-13.37,984.86
31.68,-15.20,983.76
30.09,-13.24,984.50
30.64,-11.23,983.40
31.13,-14.28,984.31
31.98,-12.33,984.50
29.66,-13.06,987.00
29.60,-13.61,986.27
31.56,-11.90,985.11
30.15,-13.18,984.13
31.19,-14.71,984.68
31.07,-14.28,983.76
30.21,-12.33,985.78
29.42,-14.53,985.05
30.94,-14.40,983.09
31.31,-11.90,985.41
30.64,-13.18,983.52
30.09,-15.26,983.64
29.72,-13.92,983.70
30.33,-13.12,984.13
31.13,-14.47,986.02
30.40,-13.18,986.39
31.43,-12.21,986.08
30.46,-14.47,986.39
29.72,-13.43,983.52
31.74,-14.53,984.44
31.37,-13.31,984.92
31.68,-12.27,986.21
30.82,-11.96,986.08
31.13,-13.98,983.89
32.04,-11.96,985.96
29.11,-14.65,983.46
31.13,-12.33,983.09
29.48,-11.72,984.50
31.37,-11.47,984.50
32.04,-14.77,985.66
29.91,-13.31,984.19
30.82,-13.67,983.46
29.72,-14.10,985.84
30.70,-14.28,986.39
30.09,-13.18,985.96
31.07,-12.70,983.46
31.74,-13.79,985.72
30.21,-11.66,983.22
15.75,-11.41,984.31
31.62,-14.28,984.56
29.91,-11.84,986.02
30.03,-12.63,984.44
30.15,-14.89,984.37
31.56,-13.12,984.80
32.17,-12.21,985.05
29.30,-13.37,984.74
30.94,-12.63,982.79
30.52,-13.55,986.08
29.60,-14.28,984.07
31.31,-14.22,984.74
31.19,-13.43,982.85
32.04,-14.34,986.39
30.21,-12.33,981.99
30.15,-11.90,999.51
31.19,-12.63,985.11
33.02,-13.73,984.44
31.07,-13.24,985.41
31.25,-12.57,984.01
29.97,-13.18,984.07
30.94,-12.02,983.15
29.97,-14.53,983.52
30.21,-13.61,986.21
29.85,-12.08,983.89
29.97,-13.49,985.66
29.30,-13.24,986.69
33.26,-13.24,983.58
30.21,-13.79,984.80
31.37,-13.55,984.44
31.13,-13.31,983.09
31.43,-13.06,984.44
29.54,-13.18,984.13
29.54,-11.84,984.01
30.03,-13.43,985.60
32.59,-14.34,986.63
30.76,-13.18,985.53
32.71,-11.90,982.12
29.72,-14.59,983.03
30.33,-11.72,983.15
30.21,-11.84,983.70
31.07,-14.65,985.47
30.70,-12.08,983.22
31.01,-13.43,984.86
29.05,-14.34,983.89
30.21,-13.98,985.47
30.03,-12.88,984.50
31.80,-12.08,984.13
31.31,-13.00,984.50
30.64,-13.43,985.53
31.37,-13.85,984.62
30.64,-13.55,985.23
30.46,-13.85,984.07
29.05,-13.92,983.46
30.64,-13.79,984.19
31.56,-12.39,986.02
29.36,-13.18,985.47
30.88,-13.06,981.81
31.74,-10.19,983.89
31.07,-12.88,985.29
31.07,-13.79,984.99
31.68,-14.28,985.53
30.82,-12.08,985.47
29.42,-15.32,983.76
30.88,-13.18,983.34
30.70,-12.15,984.74
29.97,-13.43,983.83
31.86,-12.94,985.90
31.92,-11.90,984.92
30.64,-14.04,985.53
29.91,-12.08,985.72
31.80,-12.82,984.31
31.19,-12.63,984.80
32.65,-13.55,984.80
31.07,-13.98,986.82
31.37,-15.56,984.25
29.36,-11.05,985.05
30.70,-12.39,985.23
30.40,-13.79,981.87
32.53,-13.92,985.41
31.43,-11.90,986.15
31.07,-12.94,985.29
29.54,-12.82,985.90
31.62,-12.02,984.07
31.62,-13.61,984.50
31.01,-14.53,982.60
32.90,-13.43,983.89
29.79,-13.37,986.02
32.84,-15.08,984.37
31.25,-13.06,984.07
32.04,-14.34,985.23
31.13,-12.45,984.31
30.21,-14.53,985.05
32.17,-12.08,970.76
29.66,-12.82,983.34
30.27,-13.98,983.22
31.07,-11.35,985.11
32.96,-15.14,984.13
31.92,-14.83,985.96
32.29,-12.39,984.44
29.11,-13.67,984.62
29.66,-15.01,983.58
29.79,-13.18,985.47
30.46,-14.04,983.95
31.31,-13.85,985.05
31.31,-11.78,985.17
30.52,-15.26,986.39
28.81,-13.49,985.60
32.04,-11.47,986.02
31.19,-14.04,983.83
30.76,-13.00,984.68
31.86,-12.15,985.05
30.46,-13.98,984.86
30.52,-14.89,985.05
30.82,-13.67,984.62
30.40,-11.29,983.34
30.27,-15.38,984.56
30.15,-12.08,984.86
30.76,-14.53,984.01
29.24,-12.76,984.01
31.07,-14.47,983.83
29.36,-13.24,983.76
30.03,-11.29,983.95
32.90,-13.61,984.31
30.94,-14.83,986.94
30.52,-12.88,983.58
31.43,-13.06,984.62
30.27,-14.22,984.50
31.86,-14.04,983.89
31.13,-14.22,985.35
30.88,-13.37,983.22
30.21,-12.82,983.64
30.27,-14.22,982.79
30.46,-13.79,984.80
30.03,-13.00,983.70
30.58,-13.00,982.97
31.37,-13.49,985.29
32.96,-14.95,984.56
28.93,-13.43,985.78
31.86,-13.31,985.17
29.97,-13.24,984.80
29.66,-15.08,983.83
30.82,-13.92,984.25
32.59,-12.02,983.89
31.37,-14.47,980.90
30.82,-13.31,982.67
29.91,-13.18,982.91
31.37,-15.50,984.19
30.76,-12.82,984.86
31.25,-13.98,984.19
30.27,-13.85,984.56
30.58,-12.82,982.60
30.46,-13.37,982.73
30.52,-14.95,983.95
31.62,-14.34,982.97
30.09,-13.12,984.86
29.30,-14.89,983.28
28.02,-13.00,983.83
29.91,-10.74,984.86
30.15,-13.85,983.89
30.70,-14.77,983.58
33.08,-12.57,983.15
28.69,-14.47,982.30
29.42,-12.57,983.15
31.13,-11.78,984.31
29.91,-13.79,983.28
30.09,-13.67,984.07
29.79,-12.45,984.44
31.56,-13.49,984.74
30.64,-13.55,985.96
31.56,-12.08,981.87
31.74,-12.63,982.67
32.04,-14.04,984.56
30.82,-11.72,984.13
30.03,-14.22,987.85
31.92,-13.31,983.52
32.47,-14.95,983.95
32.71,-11.23,986.63
32.35,-12.76,984.37
31.56,-13.79,985.17
32.90,-13.98,984.56
30.03,-16.24,985.53
30.46,-13.37,982.79
29.91,-13.79,984.13
30.27,-14.34,984.80
29.48,-12.82,982.54
30.70,-12.82,983.70
31.43,-14.83,985.05
30.58,-14.16,983.89
30.33,-12.82,984.44
28.93,-16.11,983.64
32.41,-14.53,985.11
29.72,-14.16,983.95
30.03,-12.21,983.34
29.60,-12.94,984.56
31.98,-13.24,983.03
31.25,-12.94,983.89
31.19,-13.73,984.86
30.82,-13.92,985.17
31.56,-13.55,985.78
29.42,-14.95,985.90
31.80,-12.27,986.02
30.40,-12.39,985.53
30.21,-14.40,985.23
30.70,-12.15,984.92
30.52,-14.65,984.13
27.89,-17.58,985.90
30.70,-11.72,985.23
28.81,-12.02,984.44
28.81,-12.15,986.27
30.52,-13.92,984.80
31.49,-13.37,984.92
30.76,-15.01,984.62
31.43,-12.82,982.30
29.97,-15.44,983.70
31.74,-12.88,984.44
31.49,-14.22,984.92
32.10,-12.70,984.25
31.92,-15.08,985.53
30.52,-14.28,984.31
29.85,-12.15,982.85
32.53,-11.90,983.40
29.97,-13.55,984.25
31.37,-14.71,985.90
31.37,-14.47,985.05
28.87,-14.22,984.80
30.58,-14.10,983.76
29.54,-15.14,984.44
30.15,-14.28,984.74
30.03,-12.45,983.64
31.43,-13.73,983.95
31.49,-14.10,986.33
29.54,-11.11,984.56
30.21,-14.22,984.74
30.09,-13.79,984.07
30.27,-13.98,984.13
31.43,-15.69,985.29
31.49,-14.10,984.25
29.72,-13.49,984.86
29.36,-12.45,985.78
28.93,-12.88,984.25
29.54,-12.57,987.06
33.33,-11.84,984.44
29.05,-13.37,984.56
31.25,-13.12,983.64
30.58,-11.60,987.18
29.48,-12.82,983.64
30.09,-13.18,983.70
31.31,-13.00,986.27
31.68,-11.47,983.70
28.81,-13.43,982.79
29.24,-10.74,985.35
31.98,-14.04,984.56
30.58,-13.92,984.99
30.88,-13.00,988.59
30.52,-14.71,986.94
29.85,-14.40,986.27
30.58,-12.45,984.62
30.15,-14.95,984.19
29.97,-14.47,985.78
30.76,-12.76,984.25
31.31,-13.37,984.31
31.37,-13.06,985.11
30.03,-12.70,985.41
29.54,-11.72,984.68
30.33,-14.22,986.39
32.10,-12.45,983.89
30.64,-13.61,985.29
30.46,-15.20,983.64
30.27,-14.83,982.12
31.92,-14.59,984.62
30.46,-13.06,984.13
30.70,-11.11,982.67
30.94,-11.11,983.40
30.94,-11.72,986.39
30.15,-12.94,985.17
30.52,-12.70,985.41
31.01,-12.33,984.74
31.49,-12.76,983.46
31.43,-11.84,984.50
31.56,-13.37,983.03
31.80,-14.83,983.89
30.09,-13.06,985.05
31.31,-11.60,983.95
30.52,-13.43,985.47
30.64,-13.37,986.02
30.03,-13.98,983.95
31.01,-13.12,986.39
30.58,-13.85,985.53
31.37,-13.61,984.50
31.43,-12.63,985.17
31.49,-14.77,983.76
31.13,-13.43,983.46
31.49,-13.98,985.78
30.09,-12.63,984.99
31.19,-13.73,984.07
31.86,-13.92,985.11
29.79,-11.35,985.23
31.74,-12.57,984.80
30.40,-13.18,984.99
31.37,-14.65,985.66
29.42,-12.51,983.34
30.64,-15.26,986.45
31.19,-13.61,984.86
31.37,-11.78,984.31
30.27,-13.85,986.08
30.15,-14.83,984.86
30.46,-14.34,983.70
31.01,-12.82,983.34
32.65,-13.06,983.03
31.43,-13.92,984.92
30.03,-13.49,985.47
28.63,-14.59,985.23
30.58,-10.07,988.16
31.19,-14.34,984.25
29.05,-14.22,985.60
31.01,-13.73,985.96
31.62,-12.08,981.87
29.79,-14.65,986.33
30.09,-13.06,985.41
31.86,-12.45,986.21
29.30,-11.66,985.90
31.01,-13.92,984.92
30.58,-12.21,983.89
32.41,-14.71,984.50
30.88,-13.85,983.03
30.21,-9.28,985.66
30.21,-13.79,984.44
31.19,-15.81,984.62
31.31,-12.76,984.31
31.62,-13.18,985.05
30.03,-13.00,984.07
30.33,-11.78,982.97
32.90,-12.08,985.96
30.40,-12.70,985.23
32.29,-13.18,984.01
29.24,-13.31,985.17
31.07,-14.28,984.68
32.90,-15.08,984.31
31.19,-13.92,985.29
30.27,-12.88,983.28
31.13,-12.15,987.12
30.76,-14.89,985.29
30.33,-13.43,985.41
31.49,-13.18,984.74
31.01,-11.84,984.19
30.27,-13.18,984.01
30.64,-13.06,986.15
30.27,-12.39,986.63
30.27,-15.26,984.50
30.46,-14.59,985.47
31.62,-12.76,985.72
32.17,-12.82,985.35
31.01,-14.40,984.86
31.98,-12.82,985.11
31.19,-14.10,984.44
29.79,-12.76,985.72
30.82,-14.77,983.95
